Gene	CC_1	CC_2	CC_3	CI_1	CI_2	CI_3	SC_1	SC_2	SI_1	SI_2	SI_3	Symbol	Chromosome	Genetype	Description
ENSMUSG00000044716.10	9.05	8.05	9.66	6.71	6.55	9.6	9.78	6.98	10.28	8.0	7.37	Dok7	chr5	protein_coding	docking protein 7
ENSMUSG00000022897.12	7.39	7.81	6.78	8.38	6.65	7.0	9.46	7.3	9.52	6.73	7.93	Dyrk1a	chr16	protein_coding	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a
ENSMUSG00000091408.3	0.05	0.12	0.05	0.04	0.0	0.14	0.04	0.11	0.16	0.03	0.08	Gm6728	chr6	processed_pseudogene	predicted gene 6728
ENSMUSG00000028167.13	0.04	0.39	0.22	0.16	0.35	0.35	0.36	0.26	0.49	0.39	0.48	Bdh2	chr3	protein_coding	3-hydroxybutyrate dehydrogenase, type 2
ENSMUSG00000037169.12	1.67	1.07	2.21	1.52	1.85	2.24	1.37	0.79	1.85	1.21	4.31	Mycn	chr12	protein_coding	v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)
ENSMUSG00000105728.1	0.03	0.02	0.05	0.07	0.02	0.01	0.08	0.07	0.07	0.08	0.04	RP23-97M20.1	chr3	TEC	--
ENSMUSG00000104358.1	0.13	0.03	0.13	0.06	0.01	0.0	0.15	0.05	0.01	0.02	0.07	Gm37127	chr1	TEC	predicted gene, 37127
ENSMUSG00000026656.13	2.21	4.45	4.56	2.34	4.77	5.52	2.86	5.66	2.43	3.38	3.57	Fcgr2b	chr1	protein_coding	Fc receptor, IgG, low affinity IIb
ENSMUSG00000090257.1	1.26	1.06	1.2	0.67	1.34	1.17	0.81	1.23	1.54	0.98	1.65	Gm4524	chr16	antisense	predicted gene 4524
ENSMUSG00000024600.8	0.08	0.14	0.08	0.04	0.03	0.09	0.05	0.06	0.08	0.11	0.06	Slc27a6	chr18	protein_coding	solute carrier family 27 (fatty acid transporter), member 6
ENSMUSG00000061665.6	5.73	5.51	4.43	4.45	3.86	4.15	4.6	4.37	3.88	5.24	4.26	Cd2ap	chr17	protein_coding	CD2-associated protein
ENSMUSG00000037995.13	0.37	0.21	0.06	0.23	0.12	0.14	0.19	0.1	0.15	0.14	0.29	Igsf9	chr1	protein_coding	immunoglobulin superfamily, member 9
ENSMUSG00000037519.14	7.4	7.21	7.47	6.91	8.0	6.64	8.84	7.63	8.02	5.67	7.58	Ppfia1	chr7	protein_coding	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1
ENSMUSG00000022812.11	4.89	6.94	5.85	7.41	5.13	5.5	7.52	5.85	9.24	6.03	5.97	Gsk3b	chr16	protein_coding	glycogen synthase kinase 3 beta
ENSMUSG00000023961.14	5.14	8.49	7.57	7.24	6.49	6.7	7.81	7.7	6.58	7.18	7.11	Enpp4	chr17	protein_coding	ectonucleotide pyrophosphatase/phosphodiesterase 4
ENSMUSG00000035653.14	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	Lrfn5	chr12	protein_coding	leucine rich repeat and fibronectin type III domain containing 5
ENSMUSG00000005952.13	0.14	0.04	0.04	0.05	0.02	0.06	0.04	0.04	0.03	0.05	0.01	Trpv1	chr11	protein_coding	transient receptor potential cation channel, subfamily V, member 1
ENSMUSG00000049985.12	0.03	0.06	0.03	0.04	0.06	0.06	0.07	0.1	0.02	0.02	0.09	Ankrd55	chr13	protein_coding	ankyrin repeat domain 55
ENSMUSG00000099825.1	0.36	0.0	0.09	0.0	0.08	0.07	0.0	0.07	0.08	0.0	0.0	1810012K16Rik	chr8	lincRNA	RIKEN cDNA 1810012K16 gene
ENSMUSG00000055602.14	0.02	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.01	0.01	Tcp10b	chr17	protein_coding	t-complex protein 10b
ENSMUSG00000067973.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	Gm6994	chr14	lincRNA	predicted gene 6994
ENSMUSG00000004892.11	0.02	0.0	0.02	0.01	0.01	0.01	0.0	0.01	0.09	0.03	0.03	Bcan	chr3	protein_coding	brevican
ENSMUSG00000029629.14	5.83	5.43	5.12	5.55	4.84	5.3	6.11	4.89	5.15	5.48	5.13	Phf14	chr6	protein_coding	PHD finger protein 14
ENSMUSG00000040525.11	0.15	0.15	0.09	0.14	0.3	0.07	0.18	0.07	0.2	0.04	0.12	Cblc	chr7	protein_coding	Casitas B-lineage lymphoma c
ENSMUSG00000027881.12	8.91	10.24	9.93	7.45	9.57	10.91	8.98	10.52	8.08	9.32	10.29	Prpf38b	chr3	protein_coding	PRP38 pre-mRNA processing factor 38 (yeast) domain containing B
ENSMUSG00000022887.8	1.42	2.54	1.37	2.15	1.04	1.48	1.26	1.76	4.36	0.9	3.38	Masp1	chr16	protein_coding	mannan-binding lectin serine peptidase 1
ENSMUSG00000092644.1	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gm23564	chr11	miRNA	predicted gene, 23564
ENSMUSG00000022948.12	0.75	0.53	0.86	0.43	0.49	0.42	0.56	0.59	0.5	0.39	0.44	Setd4	chr16	protein_coding	SET domain containing 4
ENSMUSG00000053054.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	Adh6a	chr3	protein_coding	alcohol dehydrogenase 6A (class V)
ENSMUSG00000037190.10	1.14	1.43	1.2	1.16	1.22	1.25	1.32	1.5	1.49	1.67	2.13	Cyb561d2	chr9	protein_coding	cytochrome b-561 domain containing 2
ENSMUSG00000100222.1	0.0	0.0	0.07	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	Psmb6-ps2	chr1	processed_pseudogene	proteasome (prosome, macropain) subunit, beta type 6, pseudogene 2
ENSMUSG00000006235.5	1.19	2.02	0.81	0.86	0.18	0.91	2.15	1.17	1.11	1.5	0.7	Epor	chr9	protein_coding	erythropoietin receptor
ENSMUSG00000038064.6	0.1	0.04	0.0	0.05	0.04	0.15	0.0	0.04	0.08	0.11	0.12	Cldn22	chr8	protein_coding	claudin 22
ENSMUSG00000062732.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	Lypd4	chr7	protein_coding	Ly6/Plaur domain containing 4
ENSMUSG00000021228.12	0.25	0.24	0.37	0.28	0.13	0.2	0.31	0.06	0.1	0.18	0.15	Acot3	chr12	protein_coding	acyl-CoA thioesterase 3
ENSMUSG00000102673.1	0.03	0.0	0.0	0.05	0.0	0.0	0.04	0.0	0.0	0.0	0.0	Gm37437	chr2	TEC	predicted gene, 37437
ENSMUSG00000033213.14	0.16	0.5	0.28	0.25	1.02	0.56	0.0	0.21	0.09	0.76	0.13	AA467197	chr2	protein_coding	expressed sequence AA467197
ENSMUSG00000037993.7	5.51	5.81	4.42	4.68	5.19	4.99	5.01	4.5	6.53	5.0	5.7	Dhx38	chr8	protein_coding	DEAH (Asp-Glu-Ala-His) box polypeptide 38
ENSMUSG00000042797.8	0.67	1.5	0.85	0.52	0.4	0.61	1.13	0.93	0.38	0.67	0.85	Aqp11	chr7	protein_coding	aquaporin 11
ENSMUSG00000100783.1	0.67	0.69	1.04	0.44	0.5	0.6	0.41	0.63	0.56	0.29	0.22	2310047D07Rik	chr5	lincRNA	RIKEN cDNA 2310047D07 gene
ENSMUSG00000022307.13	6.78	11.08	10.91	9.12	8.56	8.89	9.51	11.12	9.54	10.45	9.73	Oxr1	chr15	protein_coding	oxidation resistance 1
ENSMUSG00000088171.1	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	Gm25220	chr2	snRNA	predicted gene, 25220
ENSMUSG00000082337.1	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gm14723	chrX	processed_pseudogene	predicted gene 14723
ENSMUSG00000073647.3	7.69	6.67	6.51	7.02	5.47	8.92	6.55	7.06	6.29	6.72	8.53	Gm10557	chr18	pseudogene	predicted gene 10557
ENSMUSG00000101795.2	1.48	1.49	2.16	1.09	1.88	2.3	1.14	1.87	1.47	1.39	1.65	Gm5835	chr1	processed_pseudogene	predicted gene 5835
ENSMUSG00000027722.12	2.52	1.81	2.44	1.8	1.44	2.28	2.23	1.83	1.69	2.1	2.37	Spata5	chr3	protein_coding	spermatogenesis associated 5
ENSMUSG00000004768.12	1.37	1.76	1.57	1.15	1.42	1.66	1.44	2.16	1.42	1.21	2.19	Rab23	chr1	protein_coding	RAB23, member RAS oncogene family
ENSMUSG00000031554.15	0.02	0.05	0.02	0.01	0.08	0.02	0.01	0.04	0.07	0.07	0.05	Adam5	chr8	protein_coding	a disintegrin and metallopeptidase domain 5
ENSMUSG00000063358.13	14.44	20.17	18.3	17.84	16.96	16.78	18.37	18.32	17.72	18.63	17.93	Mapk1	chr16	protein_coding	mitogen-activated protein kinase 1
ENSMUSG00000030538.13	11.45	12.16	9.69	8.67	10.32	10.25	8.48	10.72	8.09	8.19	10.24	Cib1	chr7	protein_coding	calcium and integrin binding 1 (calmyrin)
ENSMUSG00000055065.6	27.79	21.28	24.93	16.58	23.83	28.74	24.5	25.12	20.69	24.34	30.54	Ddx17	chr15	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17
ENSMUSG00000085314.1	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gm14866	chrX	processed_transcript	predicted gene 14866
ENSMUSG00000038515.9	0.75	0.77	0.58	0.67	0.88	0.45	0.72	0.61	0.6	0.48	0.83	Grtp1	chr8	protein_coding	GH regulated TBC protein 1
ENSMUSG00000049676.12	0.08	0.04	0.03	0.04	0.03	0.01	0.05	0.07	0.03	0.03	0.06	Catsperg1	chr7	protein_coding	catsper channel auxiliary subunit gamma 1
ENSMUSG00000106920.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AC123920.1	chr13	processed_pseudogene	--
ENSMUSG00000051582.2	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.05	0.0	0.0	Otud6a	chrX	protein_coding	OTU domain containing 6A
ENSMUSG00000087297.1	0.16	0.27	0.33	0.15	0.13	0.12	0.14	0.12	0.13	0.0	0.26	Gm15494	chr7	antisense	predicted gene 15494
ENSMUSG00000086915.5	0.32	0.36	0.36	0.16	0.29	0.24	0.33	0.22	0.26	0.25	0.2	Gm16365	chr10	antisense	predicted gene 16365
ENSMUSG00000095335.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	Igkv3-5	chr6	IG_V_gene	immunoglobulin kappa chain variable 3-5
ENSMUSG00000058318.13	2.19	2.68	2.03	2.04	1.74	2.14	2.27	2.68	1.79	2.37	2.2	Phf21a	chr2	protein_coding	PHD finger protein 21A
ENSMUSG00000082272.1	0.12	0.2	0.55	0.28	0.25	0.49	0.46	0.28	0.45	0.17	0.1	Gm11675	chr11	processed_pseudogene	predicted gene 11675
ENSMUSG00000056498.11	0.4	0.6	0.62	0.41	0.57	0.45	0.33	0.46	0.38	0.53	0.65	Tmem154	chr3	protein_coding	transmembrane protein 154
ENSMUSG00000025173.11	11.98	15.02	14.06	14.52	13.69	14.49	15.0	13.75	13.7	16.49	15.24	Wdr45b	chr11	protein_coding	WD repeat domain 45B
ENSMUSG00000105247.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	RP23-33C9.1	chr5	TEC	--
ENSMUSG00000068335.5	1.5	2.63	2.19	0.97	1.25	1.72	1.58	1.95	1.46	1.52	1.83	Dok1	chr6	protein_coding	docking protein 1
ENSMUSG00000016028.9	0.38	0.5	0.44	0.72	0.54	0.35	0.89	0.41	1.25	0.6	0.72	Celsr1	chr15	protein_coding	cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)
ENSMUSG00000039990.13	2.02	2.26	2.3	1.98	2.07	1.96	2.68	2.69	1.59	1.91	1.92	Edrf1	chr7	protein_coding	erythroid differentiation regulatory factor 1
ENSMUSG00000020328.8	6.63	8.64	7.73	5.68	5.62	6.21	6.23	6.74	5.61	6.31	6.74	Nudcd2	chr11	protein_coding	NudC domain containing 2
ENSMUSG00000057897.12	2.18	3.15	2.95	3.02	2.34	2.44	3.77	1.65	4.72	3.66	3.28	Camk2b	chr11	protein_coding	calcium/calmodulin-dependent protein kinase II, beta
ENSMUSG00000101451.1	0.07	0.0	0.0	0.05	0.06	0.06	0.06	0.04	0.06	0.11	0.0	Gm29430	chr6	antisense	predicted gene 29430
ENSMUSG00000027351.12	2.75	4.36	3.51	3.02	3.65	3.92	3.39	3.1	2.82	3.52	3.71	Spred1	chr2	protein_coding	sprouty protein with EVH-1 domain 1, related sequence
ENSMUSG00000048385.8	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.01	0.0	0.01	Scrt1	chr15	protein_coding	scratch homolog 1, zinc finger protein (Drosophila)
ENSMUSG00000032262.11	0.07	0.0	0.08	0.0	0.04	0.07	0.04	0.04	0.06	0.05	0.07	Elovl4	chr9	protein_coding	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4
ENSMUSG00000037594.8	0.95	0.9	1.06	1.25	0.73	0.73	0.8	0.6	1.04	0.61	0.9	BC022687	chr12	protein_coding	cDNA sequence BC022687
ENSMUSG00000087291.1	0.05	0.09	0.01	0.06	0.02	0.02	0.09	0.02	0.05	0.04	0.04	Gm11946	chr11	processed_transcript	predicted gene 11946
ENSMUSG00000093476.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.43	0.37	0.0	Gm22355	chr2	miRNA	predicted gene, 22355
ENSMUSG00000019370.10	72.79	83.54	81.43	86.5	72.2	70.15	80.86	79.51	87.91	77.66	79.14	Calm3	chr7	protein_coding	calmodulin 3
ENSMUSG00000097251.2	0.33	0.28	0.2	0.21	0.21	0.21	0.14	0.24	0.25	0.16	0.18	5033417F24Rik	chr1	antisense	RIKEN cDNA 5033417F24 gene
ENSMUSG00000100963.1	0.03	0.04	0.03	0.05	0.0	0.02	0.0	0.0	0.02	0.0	0.06	Gm28372	chr2	protein_coding	predicted gene 28372
ENSMUSG00000082433.2	0.06	0.08	0.03	0.03	0.03	0.12	0.0	0.07	0.0	0.0	0.05	Gm9025	chr13	processed_pseudogene	predicted gene 9025
ENSMUSG00000086269.1	0.03	0.0	0.0	0.05	0.0	0.01	0.06	0.0	0.06	0.0	0.03	Tmcc3os	chr10	antisense	transmembrane and coiled coil domains 3, opposite strand
ENSMUSG00000091471.1	730.13	468.49	495.83	524.95	481.95	474.18	532.35	474.07	428.6	441.21	477.78	Gm20538	chr19	protein_coding	predicted gene 20538
ENSMUSG00000073640.2	0.73	0.97	0.64	1.46	0.26	1.01	1.62	0.89	1.13	0.82	0.93	Rpl27-ps3	chr18	protein_coding	ribosomal protein L27, pseudogene 3
ENSMUSG00000028360.9	0.13	0.12	0.1	0.17	0.13	0.14	0.07	0.06	0.07	0.08	0.14	Slc44a5	chr3	protein_coding	solute carrier family 44, member 5
ENSMUSG00000015947.8	0.46	1.23	1.3	0.5	1.09	1.36	0.92	1.23	0.45	0.69	1.04	Fcgr1	chr3	protein_coding	Fc receptor, IgG, high affinity I
ENSMUSG00000009207.13	2.12	2.92	2.84	2.83	2.44	2.77	3.05	3.27	2.69	2.61	2.99	Lnp	chr2	protein_coding	limb and neural patterns
ENSMUSG00000028536.10	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	2610528J11Rik	chr4	protein_coding	RIKEN cDNA 2610528J11 gene
ENSMUSG00000033004.12	3.01	4.02	3.26	3.88	2.85	3.19	4.23	3.67	3.98	3.62	3.17	Mycbp2	chr14	protein_coding	MYC binding protein 2
ENSMUSG00000016534.13	22.23	32.93	31.35	28.1	31.09	31.6	29.17	34.83	27.96	31.95	29.11	Lamp2	chrX	protein_coding	lysosomal-associated membrane protein 2
ENSMUSG00000030521.9	4.62	4.42	5.62	4.35	5.17	5.16	5.24	4.95	4.19	4.39	4.8	Mphosph10	chr7	protein_coding	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)
ENSMUSG00000104279.1	0.92	0.74	0.65	0.77	0.75	0.85	0.89	0.72	0.57	0.51	0.97	Gm38300	chr1	TEC	predicted gene, 38300
ENSMUSG00000085871.1	0.0	0.48	0.5	0.15	0.14	0.24	0.14	0.25	0.2	0.29	0.13	Ube2uos	chr4	antisense	ubiquitin-conjugating enzyme E2U (putative), opposite strand
ENSMUSG00000103072.1	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.12	0.0	0.12	Gm37905	chr1	TEC	predicted gene, 37905
ENSMUSG00000103527.1	0.0	0.0	0.0	0.0	0.0	0.07	0.04	0.0	0.0	0.0	0.0	Gm37261	chr3	TEC	predicted gene, 37261
ENSMUSG00000097205.1	0.0	0.06	0.07	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	Gm17540	chr9	lincRNA	predicted gene, 17540
ENSMUSG00000038555.7	0.15	0.5	0.34	0.38	0.19	0.36	0.38	0.2	0.41	0.27	0.36	Reep2	chr18	protein_coding	receptor accessory protein 2
ENSMUSG00000102344.1	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.01	0.0	0.03	0.0	9430053O09Rik	chr16	TEC	RIKEN cDNA 9430053O09 gene
ENSMUSG00000020911.12	0.25	0.16	0.74	0.35	0.47	0.49	0.03	0.41	0.68	0.27	0.13	Krt19	chr11	protein_coding	keratin 19
ENSMUSG00000082792.1	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	Gm12176	chr11	processed_pseudogene	predicted gene 12176
ENSMUSG00000073802.4	0.32	0.57	0.47	0.23	0.32	0.42	0.25	0.28	1.25	0.73	0.55	Cdkn2b	chr4	protein_coding	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)
ENSMUSG00000010751.12	0.65	0.7	0.87	0.3	0.49	0.48	0.43	0.65	0.34	0.38	0.57	Tnfrsf22	chr7	protein_coding	tumor necrosis factor receptor superfamily, member 22
ENSMUSG00000020682.15	2.01	1.92	1.75	0.71	0.85	1.12	1.21	1.83	0.78	1.0	0.87	Mmp28	chr11	protein_coding	matrix metallopeptidase 28 (epilysin)
ENSMUSG00000092814.1	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	Gm23638	chr2	miRNA	predicted gene, 23638
ENSMUSG00000023007.13	5.84	4.01	4.52	4.37	4.11	4.04	4.9	4.74	4.47	4.1	4.89	Prpf40b	chr15	protein_coding	PRP40 pre-mRNA processing factor 40 homolog B (yeast)
ENSMUSG00000029238.9	2.19	2.94	3.27	2.82	2.75	3.28	2.97	3.85	2.59	2.45	3.97	Clock	chr5	protein_coding	circadian locomotor output cycles kaput
ENSMUSG00000071302.8	2.08	2.26	2.63	2.27	1.86	2.31	2.06	3.12	1.62	2.25	1.65	2610044O15Rik8	chr8	protein_coding	RIKEN cDNA 2610044O15 gene
ENSMUSG00000040935.10	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	Padi6	chr4	protein_coding	peptidyl arginine deiminase, type VI
ENSMUSG00000027552.12	1.49	2.12	1.97	1.58	1.87	2.38	1.85	2.15	1.25	1.88	2.55	E2f5	chr3	protein_coding	E2F transcription factor 5
ENSMUSG00000042747.10	21.85	24.03	21.47	15.18	23.65	23.47	18.56	21.97	20.61	19.61	26.08	Krtcap2	chr3	protein_coding	keratinocyte associated protein 2
ENSMUSG00000032338.8	0.77	2.04	2.26	2.91	1.3	0.92	3.69	1.61	8.34	2.79	1.67	Hcn4	chr9	protein_coding	hyperpolarization-activated, cyclic nucleotide-gated K+ 4
ENSMUSG00000021067.7	9.98	11.45	10.89	9.7	12.01	11.23	10.0	11.46	11.12	11.09	13.33	Sav1	chr12	protein_coding	salvador homolog 1 (Drosophila)
ENSMUSG00000045045.7	3.32	2.66	3.4	2.76	2.53	2.44	4.52	2.11	4.52	3.0	4.97	Lrfn4	chr19	protein_coding	leucine rich repeat and fibronectin type III domain containing 4
ENSMUSG00000081239.3	1.01	0.95	1.61	0.84	1.21	2.26	1.65	1.57	1.13	1.44	1.83	Gm11836	chr4	processed_pseudogene	predicted gene 11836
ENSMUSG00000047990.5	0.0	0.09	0.0	0.07	0.12	0.05	0.0	0.03	0.0	0.0	0.0	C2cd4a	chr9	protein_coding	C2 calcium-dependent domain containing 4A
ENSMUSG00000020300.12	6.69	9.15	8.37	10.41	11.06	7.73	7.81	8.12	9.4	10.63	8.34	Cpeb4	chr11	protein_coding	cytoplasmic polyadenylation element binding protein 4
ENSMUSG00000078636.3	5.17	2.27	1.62	4.93	1.64	2.73	9.17	1.57	7.1	2.15	1.73	Gm7336	chr7	processed_pseudogene	predicted gene 7336
ENSMUSG00000082087.4	0.16	0.27	0.43	0.15	0.26	0.43	0.13	0.36	0.26	0.15	0.21	Gm12138	chr11	processed_pseudogene	predicted gene 12138
ENSMUSG00000044125.6	0.1	0.54	0.59	0.66	0.61	0.38	0.64	0.81	0.87	0.6	0.6	9530080O11Rik	chr4	processed_transcript	RIKEN cDNA 9530080O11 gene
ENSMUSG00000049734.9	11.99	11.0	9.31	10.18	14.07	10.99	12.14	8.86	13.88	10.61	10.49	Trex1	chr9	protein_coding	three prime repair exonuclease 1
ENSMUSG00000018509.6	13.57	8.56	9.21	11.77	10.26	8.95	13.54	10.82	12.42	10.49	10.61	Cenpv	chr11	protein_coding	centromere protein V
ENSMUSG00000078872.7	0.0	0.04	0.0	0.05	0.08	0.0	0.08	0.04	0.04	0.14	0.0	Gm14401	chr2	protein_coding	predicted gene 14401
ENSMUSG00000080859.1	0.15	0.07	0.16	0.0	0.13	0.11	0.07	0.12	0.06	0.11	0.06	Rpl10-ps1	chr2	transcribed_processed_pseudogene	ribosomal protein L10, pseudogene 1
ENSMUSG00000084781.1	0.41	0.07	0.17	0.31	0.17	0.22	0.22	0.16	0.24	0.41	0.07	D930015M05Rik	chr2	processed_transcript	RIKEN cDNA D930015M05 gene
ENSMUSG00000019489.7	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cd70	chr17	protein_coding	CD70 antigen
ENSMUSG00000020785.15	0.6	0.49	0.46	0.32	0.31	0.68	0.55	0.62	0.43	0.27	0.95	Camkk1	chr11	protein_coding	calcium/calmodulin-dependent protein kinase kinase 1, alpha
ENSMUSG00000037904.12	25.39	23.44	19.32	14.43	10.75	18.26	23.09	20.03	14.41	19.42	11.32	Ankrd9	chr12	protein_coding	ankyrin repeat domain 9
ENSMUSG00000054850.4	0.1	0.11	0.11	0.08	0.09	0.08	0.23	0.03	0.17	0.09	0.03	Smim10l2a	chrX	protein_coding	small integral membrane protein 10 like 2A
ENSMUSG00000018341.10	0.39	0.35	0.29	0.33	0.32	0.41	0.62	0.28	0.58	0.45	0.34	Il12rb2	chr6	protein_coding	interleukin 12 receptor, beta 2
ENSMUSG00000006216.8	0.53	0.22	0.45	0.24	0.18	0.37	0.39	0.28	0.5	0.13	0.55	Clcnkb	chr4	protein_coding	chloride channel Kb
ENSMUSG00000092384.5	0.13	0.34	0.0	0.13	0.0	0.5	0.12	0.63	0.11	0.29	0.22	Gm4189	chr10	processed_transcript	predicted gene 4189
ENSMUSG00000040354.12	13.2	11.8	11.78	12.01	10.28	11.79	14.52	11.81	12.07	10.26	13.07	Mars	chr10	protein_coding	methionine-tRNA synthetase
ENSMUSG00000062209.13	0.48	0.48	0.56	0.89	0.54	0.39	0.59	0.82	1.24	0.77	0.41	Erbb4	chr1	protein_coding	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)
ENSMUSG00000106304.1	0.05	0.09	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	RP24-317M4.3	chr5	lincRNA	--
ENSMUSG00000025395.12	1.02	1.24	0.86	0.44	0.83	1.19	0.83	1.11	0.86	1.06	1.57	Prim1	chr10	protein_coding	DNA primase, p49 subunit
ENSMUSG00000025470.10	5.78	6.0	5.31	3.9	5.26	6.05	5.75	6.14	5.23	5.29	6.51	Zfp511	chr7	protein_coding	zinc finger protein 511
ENSMUSG00000024791.8	0.15	0.15	0.03	0.05	0.14	0.13	0.11	0.02	0.14	0.03	0.06	Cdca5	chr19	protein_coding	cell division cycle associated 5
ENSMUSG00000041798.13	13.52	15.28	12.99	6.49	10.42	14.49	12.84	5.7	7.7	6.47	10.84	Gck	chr11	protein_coding	glucokinase
ENSMUSG00000019178.15	0.0	0.02	0.0	0.08	0.0	0.0	0.02	0.0	0.0	0.0	0.02	Styxl1	chr5	protein_coding	serine/threonine/tyrosine interacting-like 1
ENSMUSG00000054360.3	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bsx	chr9	protein_coding	brain specific homeobox
ENSMUSG00000029771.10	2.66	3.96	3.28	2.16	3.15	3.07	3.15	3.1	2.42	3.26	3.07	Irf5	chr6	protein_coding	interferon regulatory factor 5
ENSMUSG00000054000.5	2.48	2.2	2.33	1.61	1.73	1.86	2.55	1.84	2.5	2.18	1.08	Tusc1	chr4	protein_coding	tumor suppressor candidate 1
ENSMUSG00000092627.2	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	D130058E05Rik	chr1	processed_transcript	RIKEN cDNA D130058E05 gene
ENSMUSG00000039714.8	0.0	0.0	0.0	0.03	0.0	0.0	0.02	0.0	0.04	0.01	0.0	Cplx3	chr9	protein_coding	complexin 3
ENSMUSG00000060950.9	1.84	1.82	3.01	1.29	1.43	1.96	2.35	1.77	1.77	1.07	2.2	Trmt61a	chr12	protein_coding	tRNA methyltransferase 61A
ENSMUSG00000063884.4	25.25	33.94	31.14	34.49	26.22	29.24	38.77	32.18	26.51	32.73	30.42	Ptcd3	chr6	protein_coding	pentatricopeptide repeat domain 3
ENSMUSG00000095766.1	0.08	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.06	0.0	0.0	Gm21182	chr8	processed_pseudogene	predicted gene, 21182
ENSMUSG00000096795.2	0.21	0.32	0.41	0.43	0.21	0.31	0.29	0.4	0.33	0.31	0.19	Zfp433	chr10	protein_coding	zinc finger protein 433
ENSMUSG00000032985.13	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.04	0.0	0.0	5730522E02Rik	chr11	protein_coding	RIKEN cDNA 5730522E02 gene
ENSMUSG00000022488.8	0.87	2.5	1.97	1.41	1.81	2.33	2.28	2.21	1.31	1.75	1.82	Nckap1l	chr15	protein_coding	NCK associated protein 1 like
ENSMUSG00000031897.8	32.07	30.87	26.81	28.9	26.83	25.75	28.93	20.75	24.26	21.91	31.53	Psmb10	chr8	protein_coding	proteasome (prosome, macropain) subunit, beta type 10
ENSMUSG00000089493.1	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gm26361	chr3	snRNA	predicted gene, 26361
ENSMUSG00000026388.13	0.68	0.58	0.51	0.98	0.57	0.85	0.71	0.95	0.84	0.81	0.81	3110009E18Rik	chr1	protein_coding	RIKEN cDNA 3110009E18 gene
ENSMUSG00000022415.10	13.88	12.71	11.97	11.08	11.74	13.69	13.67	13.36	13.31	11.4	14.54	Syngr1	chr15	protein_coding	synaptogyrin 1
ENSMUSG00000051527.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	Usp29	chr7	protein_coding	ubiquitin specific peptidase 29
ENSMUSG00000087352.1	0.3	0.26	0.42	0.19	0.42	0.84	0.44	0.87	0.34	0.44	0.41	Gm12999	chr4	antisense	predicted gene 12999
